MERCHANT_ID,MERCHANT_NAME,EQUIP
452501554110001,PALU MITRA UTAMA,QRIS
200711261532381,XYAN - MR.D.I.Y FS RUKOJEPARA (KAB)   ID,EDC
200716965559634,XBTR - MR DIY BINTARO RJAKARTA SELAT  ID,EDC
400001958130004,FELIZ INDONESIA 2,QRIS
401100158160001,ZONA BIRRU,QRIS
401901558130006,FELIZ INDONESIA 1,QRIS
451013053110156,XCIN MR DIY CINTARAJA S,QRIS
401030172980001,CANAILLE.ART,QRIS
401122058130001,ES TELLER CREAMY WABIL,QRIS
405100158120007,AYAM BAKAR JELUPANG,QRIS
451181058121802,SOLARIA PLAZA SEMANGGI 2,QRIS
200718285160369,INDOMARET TD6E-YOUTEFA JAYAPURA       ID,EDC
409201554990007,HAI FRESH,QRIS
401700158120005,WR SATE MADURA KM 4,QRIS
403690157140001,BOMBAY DECORATOR THB,QRIS
406101557190001,TOKO FURNITURE EFURN,QRIS
200720171313478,GLAMLOCAL MR - HANZIRA JAKARTA PUSAT  ID,EDC
401122054410002,TAHU POCONG,QRIS
451181058121952,SOLARIA FX SUDIRMAN,QRIS
400015972300001,MASTER CUKUR,QRIS
401001586610002,MASJID JAMI AL AMIN,QRIS
401230179970001,KAS MP,QRIS
200719748329822,L807 ALFAMART BATARANILLAMPUNG SELAT  ID,EDC
401193072980001,KADAI BEAUTY PARIAMAN,QRIS
200719794444034,2MC1 ALFAMART KARANGJATSRAGEN (KAB)   ID,EDC
402600172980018,KAZI NAIL RK SEMARANG,QRIS
451501380210001,PRAKTEK DOKTER GIGI ELA,QRIS
400004354110007,PANDAN WANGI BTJ,QRIS
401860175310004,BENGKEL S&K AUTO 2,QRIS
404250172980001,BAEBEE STUDIO,QRIS
400048679970001,PADELUV,QRIS
401301559430001,PENA,QRIS
401790158110012,LAPER,QRIS
401221058120006,WARUNG BUDE IS,QRIS
402501558140121,KEDAI BAROKAH,QRIS
160118158126042,SOLARIA CSB MALL       KOTA CIREBON   ID,EDC
200717531655989,MR DIY - XGLL - TEGALLEBOGOR (KAB)    ID,EDC
200719124441375,MR.DIY-XBRR- BERINGIN RTANGERANG (KO  ID,EDC
400039253310010,TOKO BERKAH NURAISYAH,QRIS
436960158129759,MOMONG RESTO,QRIS
200719339125204,MR.DIY-TPPJ-THE PARK PEJAKARTA SELAT  ID,EDC
401067058120007,TIARA MINANG,QRIS
451013052000066,MIKO MR DIY MILAN KOPO,QRIS
451013053110021,XARI MR DIY FS RUKO MAR,QRIS
401610158110016,OMAH BASO WONOGIRI PRNG 1,QRIS
406540179410001,SETIA MINISOCCER,QRIS
401100152110002,TK DIAN ABADI,QRIS
401100158120134,KANNA COOKING,QRIS
401150057130001,TOKO MUTIARA BARU,QRIS
401199058120003,TERAS FRESH DRINK,QRIS
402001853310002,BEDJO JOERAGANBERASTELUR3,QRIS
402501558140014,KUE BALOK LUMER,QRIS
403001754990005,TOKO BELGIA,QRIS
404030158120011,DAPUR TAHU GROUP,QRIS
404100154990001,TOKO CHIO,QRIS
405015683980001,MASJID TAABBUD,QRIS
431108056990002,DAMARA SHOP,QRIS
170021154118941,INDOMARET G080 GO R58  PURWAKARTA     ID,EDC
401210149000001,AIR MINUM BIRU MAGNOLIA,QRIS
402170158120011,TOKO ELLI,QRIS
403301558120003,KUAH IN RESEP SOLO,QRIS
451001353310101,RAHMAN CELL,QRIS
200719875414187,GM STORE BEURAWE       BANDA ACEH (K  ID,EDC
400021183980001,INFAQ MASJID BAITUL JMA,QRIS
401108058110011,MIE AYAM MAS BRASIL,QRIS
401224054110001,WAHYU WIBOWO MART,QRIS
403017058120004,AYAM GEPREK OMAH,QRIS
200720171176026,GLAMLOCAL MR - ELITA   JAKARTA PUSAT  ID,EDC
200720171228103,GLAMLOCAL MR - GIYOMI  JAKARTA PUSAT  ID,EDC
400018854110001,WARUNG SEMBAKO EZA,QRIS
401188058120006,BAKEKU HOUSE CAFE,QRIS
401213027410003,ZIGZAG PRINTING,QRIS
405150158120017,BEBEK PANGGANG PAK E,QRIS
452580154110029,BUMDESA KARTIKALESTARI,QRIS
401124058130004,KEDAI DUA PUTRI,QRIS
402370152610001,TOKO PUPUK JP 86,QRIS
402490154990002,MOMOYO CIPONDOH MAKMUR,QRIS
403830179940001,ARENA MAINAN,QRIS
404660158110002,PABRIK TAHU PAK MAMAN,QRIS
405870172300001,AQILA BARBERSHOP,QRIS
431122058110018,ASYIFA COOKIES,QRIS
160060258126475,IMAGO HILLS            BANDUNG        ID,EDC
401730154410004,DESSERT ISLA,QRIS
400049872980001,ASSYIFA,QRIS
400054954990022,GOLDEN STREET FOOD GARUT,QRIS
450024759770001,DIKAVI ARTHA VALASINDO,QRIS
451181058121785,SOLARIA MEGA BEKASI 3,QRIS
451210157191021,J31B HCIR INFORMA TARAKAN,QRIS
200719381835973,2P74 ALFAMART BRIGHT KLBREBES (KAB)   ID,EDC
400047058120001,SHALPAK COFFEE,QRIS
401197054410003,KEDAI TATAKENREY,QRIS
404201558120007,KISSA HOUSE,QRIS
431140159990011,LAMALIF MART,QRIS
200720178993828,GLAMLOCAL WR - CALLANDABEKASI (KOTA)  ID,EDC
200720179018131,GLAMLOCAL WR - MUSLIMADBEKASI (KOTA)  ID,EDC
200720179037109,GLAMLOCAL WR - TUSCANY BEKASI (KOTA)  ID,EDC
400020654110001,WARUNG MADURA ANAY,QRIS
401139054990014,KIOS SHABIRA,QRIS
401910158120003,"WARUNG MAKAN BU ""CUK""",QRIS
432090150440001,ATK TCA,QRIS
451111073110001,SPACE AVAILABLE,QRIS
200719943287721,PC10 ALFAMART TIMUR INDBENGKULU (KOT  ID,EDC
401080158120036,RM PONDOK JHON,QRIS
401100158120137,COFFEE TOLE,QRIS
401171048140001,MFH CELL,QRIS
403820158120014,WARUNG LALAPAN MBAK PHE,QRIS
451013052000014,XRKT MR DIY RUNGKUT KID,QRIS
451013052000167,MR DIY EPPMEMPORIUM PLUIT,QRIS
451013052000208,XCRS MR DIYTUBAGUS SUWA,QRIS
451013052000478,XDMR MR DIY RADEN FATAH,QRIS
451013052000520,XPDH MR DIY KH DEWANTOR,QRIS
200717781322369,MR.DIY-TMGB -TRANSMART TANGERANG SEL  ID,EDC
401124058120010,SEBLAK GOACOR POLL,QRIS
402580158120050,TAKE A BREAD,QRIS
406340154990003,MASCAFE 12,QRIS
406960172100001,MAMI LAUNDRY,QRIS
451210158140498,F34S 3 CUPBOP LW DENPASAR,QRIS
400021075420001,STEAM ARMADA,QRIS
400004654410001,CAMILAN IBOKNA,QRIS
401027654110001,TIGA SAUDARA QIU,QRIS
401401856990012,NATHELABEL,QRIS
401920158120028,ANGKRINGAN TROTOAR,QRIS
404580154990009,TOKO HIZBULLAH,QRIS
431191059980001,ARTHA DEKORASI,QRIS
433250158110049,PENTOL MAKNYUSS,QRIS
452220158110014,WARUNG MBAH BAKIR,QRIS
455501354110036,LOTTE GROSIR YOGYAKARTA,QRIS
401701758140001,KUSUKA CAFE AND RESTO,QRIS
402160158120004,TONO KOPI,QRIS
403260158140005,MARTABAK PODOMORO,QRIS
403880159430001,TOKO SEVENSHOP,QRIS
404810154110003,IURAN GSI 1,QRIS
406201854990013,SEKAR ARUM RESTO CAFE,QRIS
408501858110006,KANDANG INGKUNG,QRIS
451210157190755,QR J481HCIR IE PEJATEN VI,QRIS
402220159950007,KALANDRA 4,QRIS
200720171221599,GLAMLOCAL MR - DYALODYAJAKARTA PUSAT  ID,EDC
200720171319058,GLAMLOCAL MR - WARDAH  JAKARTA PUSAT  ID,EDC
401210158120002,KANG SIOMAY,QRIS
401970154990005,BINGUNG JAJAN,QRIS
451181058121731,SOLARIA PUSAT GROSIR CILI,QRIS
401197075310002,TIGA R MOTOR,QRIS
402240159990008,WARUNG BU NO,QRIS
403101580210001,KLINIK GIGI DRG SAVITRI,QRIS
404501754410004,KNN SHOP,QRIS
404801827410001,REZKA SABLON & KONVEKSI,QRIS
406030159440003,DIAMOND N CO S PARAGON CI,QRIS
400011859730002,AZ ZAMAN NUR POLTEKKES,QRIS
401131054110001,TOKO BAWANG MERAH,QRIS
409401579410001,STREET WORKOUT ADDICT,QRIS
402600172980017,KAZI NAIL SC BANYUWANGI,QRIS
452450186610017,HKBP TARAKAN,QRIS
401005958120002,SEMOLINA PIZZA,QRIS
401840158110005,WARUNG KELONTONG,QRIS
409901858120001,WARUNG KAROMAH,QRIS
451210159450081,T952 PAM TOYS LW ALSUT,QRIS
433001754990006,TOKO SEMBAKO RESTU IBU,QRIS
200719495152230,INDOMARET TN7F-KARANG SSIMALUNGUN (K  ID,EDC
200719603784850,MIDI ME55 KS TUBUN MJU MAMUJU (KAB)   ID,EDC
200720178971060,GLAMLOCAL WR - ELITA   BEKASI (KOTA)  ID,EDC
200720178994751,GLAMLOCAL WR - CRA OUTFBEKASI (KOTA)  ID,EDC
401630150720001,INDOTRISI,QRIS
403220172100001,MADANDI LAUNDRY,QRIS
455501358120001,RANCAK GO,QRIS
180021154117671,IDM TEPJ-FRESH BENTENG MOJOKERTO      ID,EDC
403920155420001,RUDI SAKE,QRIS
406030158140216,TENANT 08 M3MS,QRIS
406030158140226,TENANT 18 M3MS,QRIS
406030158140272,TENANT 64 M3MS,QRIS
403930154410001,HOT COOKIES,QRIS
406601558110001,TEPI SUNGE CAFE & RESTO,QRIS
451013052000449,XCPT MR DIYCIPETE RAYA,QRIS
451013052000668,TPKS MR DIY THE PARK SE,QRIS
200711668451270,MR.D.I.Y - XEJO FS RUKOPURWOREJO (KA  ID,EDC
200716477532240,XTKN - MR DIY KMPNG MELTANGERANG (KO  ID,EDC
200716793879458,PZMB - MR DIY PLAZA MALYOGYAKARTA (K  ID,EDC
400039654410006,TOKO  KURNIA,QRIS
451181058122013,SOLARIA REST AREA KM 102,QRIS
400032354620003,AMANAH BAKERY INPRES,QRIS
401106058120005,TAHU CRISPY MASTOR,QRIS
401139054990008,KEDAI SAN,QRIS
401211056910007,TALABIA,QRIS
401310158110020,NASI GORENG BAPAK JIHAN,QRIS
404610158130006,TEH LOKAL KEBUN KARET,QRIS
400039658120017,RM. ALFAD,QRIS
401810154990007,TOKO MADURA BAROKAH,QRIS
407401854990004,KEDAI NASI AYAM GANJA,QRIS
402440154410032,MAZESTY JUICY BAR,QRIS
200720171183181,GLAMLOCAL MR - KALLIA LJAKARTA PUSAT  ID,EDC
402020159990001,HNM STORE,QRIS
402450158120040,SAYAP MADU TAWAU,QRIS
409801754990002,SNACK TIME 21,QRIS
400011675310001,SERVICE RADIATOR PODOMORO,QRIS
451501351110001,SINAR PELAJAR PRINTING,QRIS
200720000522527,KLINIK PRATAMA KEMALA 2BEKASI (KAB)   ID,EDC
402480158120004,SANGKURIANG FOOD & DRINK,QRIS
402600172980019,KAZI NAIL TDK SEMARANG,QRIS
401159054990005,WARUNG HARIAN INDAH,QRIS
404301559120002,APOTIK PANCORAN MAS,QRIS
401195058120007,WARUNG MAKAN WAHYU,QRIS
401035058110001,ES OYEN,QRIS
401131054990041,ES KEPAL MILO,QRIS
401165058120008,RM PUTRA MINANG,QRIS
402880158120001,KANTIN FAMILY BOSAN,QRIS
403020172100002,LAUNDRY ICHA - AIDA,QRIS
404270152110001,TB KRIES FAMILY JAYA,QRIS
200720256095985,GLAMLOCAL WR - SABIRAFEBEKASI (KOTA)  ID,EDC
404530150450001,HIJINETWORK,QRIS
407801758120004,CORNDOG CRUNCH,QRIS
431380154220001,UDE NUANSA MANDIRI,QRIS
451901386610005,LAZISMU PW SULTRA,QRIS
401124058120009,BAKSO PENYET,QRIS
401204054410005,INEZ SNACK,QRIS
403080157140002,GUDANG GORDEN PKP,QRIS
403850158110003,DIMSUM KLAWING BANCAR,QRIS
406030158140214,TENANT 06 M3MS,QRIS
406030158140223,TENANT 15 M3MS,QRIS
200710131017339,XGFS - MR.D.I.Y RUKO GRDEPOK (KOTA)   ID,EDC
400017554990001,TOKO NURUL,QRIS
401081059990001,TOKO SEMBAKO ANUGRAH,QRIS
401214059990004,TOKO NITA,QRIS
451013052000546,XTKN MR DIY KMPNG MELAY,QRIS
200715445592004,PIBG - MR DIY PLAZA INDBOGOR (KOTA)   ID,EDC
200719568272098,MR.DIY-XRKT- RUNGKUT KISURABAYA (KOT  ID,EDC
451013052000317,XBLI MR DIY SUKOREJO BL,QRIS
451013052000563,CTPZ MR DIY CITY PLAZA,QRIS
451013052000766,XGRO MR DIY FS RUKO KH,QRIS
404150154410006,TOKO MAGDA,QRIS
160118158126239,SOLARIA BUMI RAYA CITY KAB. KUBU RAY  ID,EDC
401380158140013,WARBUN,QRIS
401920158120023,KEBAB CHEESE YOU,QRIS
403420158120015,NASI KAPAU UDA JACK,QRIS
434970172100006,LAUNDRY COIN GLAGAHSARI,QRIS
451181058122051,SOLARIA BASKO CITY MALL P,QRIS
451181058122070,SOLARIA METLAND CIBITUNG,QRIS
401142058110008,RM H. FAUZAN BANUA ANYAR,QRIS
453410180620002,RS BETHESDA 2,QRIS
401000748120007,HARIS PONSEL,QRIS
401199054990002,STAND NYAM-NYAM,QRIS
404030156310003,ZET BERRY,QRIS
404860158130005,DEPO ES KRISTAL MAS ROMLI,QRIS
400111075310001,U MOTOR,QRIS
402240158140056,KYKY'S ICE,QRIS
403410180430001,EDI KACAMATA,QRIS
405080182990001,U ENGLISH,QRIS
451181058121828,SOLARIA MALL CIPUTRA CITR,QRIS
401740158120013,SNACK CORNDOG MOZARELLA 1,QRIS
403201858110001,TERAS BALI,QRIS
403910154990001,BONTOT BOMBOX,QRIS
404130148120001,COUNTER ARIF,QRIS
408101551220001,APOTEK LAKSMI,QRIS
457801335030001,FOUR POINTS MAKASSAR,QRIS
401197059990004,TOKO BERKAT JAYA,QRIS
405080158110001,PONDOK SEAFOOD,QRIS
406350158110018,STAND LUMER MANUKAN,QRIS
240121858142268,SCX7 SBUX ASIA AFRIKA  BANDUNG        ID,EDC
404701579410001,SAHARA GYM,QRIS
435801758120021,COCA COLA SIER,QRIS
451181058121747,SOLARIA WTC SERPONG,QRIS
200720123143410,INDOMARET THVU-SMAPAL RTANGERANG SEL  ID,EDC
404780159770001,SK PARFUME 1,QRIS
400007859990004,TOKO HAFIZAH CELL,QRIS
403015080990001,KLINIK BIDAN PMB,QRIS
406030158120015,KOPI KLOTOK KEMANG,QRIS
401001786610002,PERSEMBAHAN IBADAH MINGGU,QRIS
404670172300002,JK SALON,QRIS
406740158110008,RUMAH MAKAN HANIP,QRIS
409001872210001,HAKA STUDIO,QRIS
433101527410001,AGUS OFFSET,QRIS
200714771538870,XRDK - MR DIY RADIO DALJAKARTA SELAT  ID,EDC
200715837422337,PSMS - MR DIY PLASA MARSURABAYA (KOT  ID,EDC
200718826348830,MR DIY-XJRJ-JUNREJO BATBATU (KOTA)    ID,EDC
401210051110001,DIVA VARIASI,QRIS
406030158140209,TENANT 01 M3MS,QRIS
406030158140234,TENANT 26 M3MS,QRIS
406030158140237,TENANT 29 M3MS,QRIS
160118158126171,SOLARIA LAGOON AVENUE BKOTA BEKASI    ID,EDC
200715830751234,XTMB - MR DIY MANGUNJAYBEKASI (KAB)   ID,EDC
404015058120010,DAPUR BUNDATA,QRIS
406540156970001,PENJAHIT ERINA JAYA,QRIS
451013052000001,XNRG MR DIYFS RUKO NARO,QRIS
401155058130001,DAWETE,QRIS
401190058120017,NIKASIH MURAH SUSHI IV,QRIS
401401856990015,FADKHERA,QRIS
406250158130003,GEROBAK KOPIA 9,QRIS
407101756990001,KINAN KIDS,QRIS
401901551110001,GHANIYA FOTOCOPY DAN ATK,QRIS
401970154990004,ALDANTE PIZZA & PASTA,QRIS
200719967077779,INDOMARET FQLA-PURWOREJMAGETAN (KAB)  ID,EDC
401027654990004,CANDI SAE,QRIS
401068042150001,WANAJAYA EXPRESS 2,QRIS
402140172100003,BRIGHT LAUNDRY,QRIS
402220159950006,KALANDRA 2,QRIS
404030186610002,MASJID AL ANSHOR,QRIS
200720171237125,GLAMLOCAL MR - ISKANTI JAKARTA PUSAT  ID,EDC
200720171254236,GLAMLOCAL MR - NAPOCUT JAKARTA PUSAT  ID,EDC
401144072300001,PANGKAS RAMBUT OM TURENK,QRIS
407018856990001,TWINE COLLECTION,QRIS
431880159991441,BERJAYA BATU BATAM,QRIS
434270189990001,NOTARIS INDAH KARTIKAWATI,QRIS
451181058122024,SOLARIA STASIUN KCIC HALI,QRIS
451210157191142,A670 AZKO BERAU SUDIRMAN,QRIS
400111058130004,RESZKY JUS,QRIS
405150158120013,IGA BAKAR MONAS,QRIS
451181058121899,SOLARIA CITIMALL SUKABUMI,QRIS
401470158120004,OM BOSS,QRIS
402450158120038,SAMBAL SULTHAN,QRIS
454780172100002,BILIK BERSIH LAUNDRY 2,QRIS
200719794512298,2DV6 ALFAMART LIMINDO TBATAM (KOTA)   ID,EDC
452101354410007,ES TELLER BERLIAN,QRIS
436380158110013,BERKAH UTAMA SNACK,QRIS
403101858120038,KARLINA BATIK,QRIS
401590158130001,SERASA,QRIS
403901758120010,SIOMAY PAKDE,QRIS
406401558110006,ZAA COOKIES,QRIS
406730158140009,WARUNG KITA,QRIS
200713650275020,XVTI - MR DIY VILLA TANTANGERANG SEL  ID,EDC
200715839203404,XCMN - MR DIY CEMENGKALSIDOARJO (KAB  ID,EDC
200716284600545,XSCT - MR DIY RUKO SOUTTANGERANG SEL  ID,EDC
400006458110011,DAPOER UMMA ELLA,QRIS
401550183980001,LAZISWAF AL IHYA KUNINGAN,QRIS
401810186610001,PPGT EH T.K KARAWANG,QRIS
402540158110014,KEDAI BUNDA MEUTIA,QRIS
406030158140252,TENANT 44 M3MS,QRIS
431760153310273,YULIA PLASTIK,QRIS
452601393990004,PN PALANGKARAYA,QRIS
200715595853987,GXM3 - MR DIY GALAXY MASURABAYA (KOT  ID,EDC
200718556380195,MR.DIY-XBNR-BINTARA BEKBEKASI (KOTA)  ID,EDC
401129072100001,LAUNDRY FAMILY,QRIS
404270154990003,BUBUR BAYI SEHAT PRO BEBI,QRIS
405150158120018,SOTO NIJAR BAROKAH,QRIS
451013052000340,XGOL MR DIY CILEUNGSIJO,QRIS
451013052000409,XTNG MR DIY BOJONG RENG,QRIS
451013052000498,XKRW MR DIY M TOHA PAS,QRIS
451013052000854,XOJA MR DIY FS RUKO PEM,QRIS
401790158110013,WARUNG ZUNAI,QRIS
451013052000897,XRUM MR DIY FS RUKO DIP,QRIS
404850172300001,RIANA SALON & RIAS,QRIS
402160158110010,ROCKET CHICKEN BUTUH,QRIS
404030158120007,CHITIME CAKE,QRIS
405150159920001,EMIN FLORIST,QRIS
406670172100001,EXPRES CENTER LAUNDRY II,QRIS
401201058120002,KIOS BAPENDA,QRIS
401660154220001,ALFISSTORE03,QRIS
401810175420001,CAR WASH ASY GARAGE KRW,QRIS
402240158140059,JAJANAN TIGA PUTRA,QRIS
405601558110001,GORENGAN BANG KUMIS,QRIS
406190153310024,TK PURNAMASARI KAWALI,QRIS
401157059990004,TOKO ALFARIZKY,QRIS
401260172100001,JAMBUL LAUNDRY,QRIS
403201880430001,LAGLASSES.ID,QRIS
404690156410002,JASTIP SI CIMUT,QRIS
405018859770001,MUTIARA KOSMETIK 9 TAMSIS,QRIS
406901554990003,RISOL KONOHA 2,QRIS
430049358110002,KRISTON,QRIS
200720171263258,GLAMLOCAL MR - SYLMIBASJAKARTA PUSAT  ID,EDC
400112258110003,AYAM KENTUCKY,QRIS
401050158120003,LAUAK PUKEK PUTRA KEMBAR,QRIS
401064056990001,RELOVE SHOP,QRIS
401601559430001,TOKO TAMANA 1,QRIS
401601759990004,AULIA,QRIS
402980179940001,ALESHA PLAYGROUND SUKATAN,QRIS
405870154410003,ES PISANG IJO MAKNYUSSS,QRIS
401220054990022,WARKOP TAUFIK,QRIS
402090172100004,KURNIA LAUNDRY,QRIS
402330154990003,TOKO PARNA MAS,QRIS
403701558120004,DAPUR DILLAH,QRIS
401401559420001,POJOK BUKU GUSTI,QRIS
402170154990002,MARKAS DURIAN,QRIS
403880142150001,ANGKASA GLOBAL LOGISTIC,QRIS
433800158110003,TAKOYAKIQ KIW,QRIS
200704035273193,SPBU 31-12601          JAKARTA SELAT  ID,EDC
200719686081165,BRODO STORE TMII       JAKARTA TIMUR  ID,EDC
400054954990010,DIMSUM NARAWI MAJALAYA,QRIS
401144058120016,RM OMBAK LINTAU,QRIS
402220158130007,ES TEH RAGIO,QRIS
400015954990001,KEDAI IBADAH MARIA,QRIS
401280147220001,HANZAL TOURS,QRIS
403110158120001,THR NYA DONK,QRIS
403930154990020,HELLO CREAM AND COIN,QRIS
406860151110002,APOLLO,QRIS
200720178967694,GLAMLOCAL WR - ATKEY   BEKASI (KOTA)  ID,EDC
404150172510001,TOMI OTTO SERVICE,QRIS
200716284597630,RBGR - MR DIY RAMAYANA BOGOR (KOTA)   ID,EDC
200718898490028,INDOMARET THSU-MAYJEND BALIKPAPAN (K  ID,EDC
200720032488781,JE38 ALFAMART DR RATNA BEKASI (KOTA)  ID,EDC
401119054110002,BIDADARI MART,QRIS
401550158140026,WARBAH,QRIS
406030158140257,TENANT 49 M3MS,QRIS
406030158140271,TENANT 63 M3MS,QRIS
451058052110003,TOKO SINAR TOMANG 2,QRIS
200710131978694,TJPM - MR.D.I.Y TIMBUL MADIUN (KOTA)  ID,EDC
400120954990003,TOKO YUNA,QRIS
403900158110014,PISCOK VIA,QRIS
451013052000171,MR DIY XRWMCIATER RAWA ME,QRIS
451013052000223,XMMO  MR DIYMULYOSARI M,QRIS
451013052000445,MMCC MR DIYMETLAND MILE,QRIS
451013052000463,RBIP MR DIY RANGKASBITU,QRIS
200716226371254,XKRW - MR DIY M. TOHA PTANGERANG (KA  ID,EDC
400039253310003,JUAL AYAM POTONG,QRIS
401380159410001,TOKO BINTANG SPORT,QRIS
451013052000533,XRLB MR DIY PRAMUKA SEP,QRIS
451013052001045,XDER MR DIYDERSALAM BAE,QRIS
401099058120002,KALS HOUSE,QRIS
401100159990019,NIMONG SHOP AND KITCHEN,QRIS
401157059920001,ARTBIELLA FLOWER STUDIO,QRIS
403350186610002,PANITIA HKBP ROGATE,QRIS
403420158120016,KWU UKMP,QRIS
407301754990005,ES TELER RIZKY 2,QRIS
432900156910002,TOKO YANTI,QRIS
400012858120005,MR GHO CHICKEN MG0001,QRIS
401008858120001,DAPOER IBU RITA,QRIS
451210158140560,F37H CHATIME TRAVOY HUB T,QRIS
451501356510006,DIPPEW QR,QRIS
401068042150002,WANAJAYA EXPRESS,QRIS
401191056510001,SANGGAR FAJAR,QRIS
401201075230001,RETRIBUSI PARKIR DIANA ML,QRIS
402580154110047,TOSERBA BUMDES SAMIRANA,QRIS
200720171273204,GLAMLOCAL MR - WMD FASHJAKARTA PUSAT  ID,EDC
230121850943214,RV26 SWAROVSKI MKG     JAKARTA UTARA  ID,EDC
401470156990005,KYLA SHOP,QRIS
402580158120044,BREAD HOUSE,QRIS
451181058122019,SOLARIA UNTUNG SUROPATI S,QRIS
451210157190905,QR A490 AZKO LIPPO KRAMAT,QRIS
400301556510001,ARSY FASHION,QRIS
401200058120006,SATE MADURA CONK FIRDY,QRIS
400114459990002,TOKO TONANG,QRIS
401660158120023,BAKSO PAK DHE KAVLING,QRIS
401172058140003,AYAM BAKAR PURNABAKTI,QRIS
404501854990018,OLEH OLEH AMPLANG SIBAYAK,QRIS
436820158110038,SULTAN PEMPEK PALEMBANG,QRIS
451181058121924,SOLARIA RAMAYANA CILEDUG,QRIS
451210159450011,T315 TOYS KINGDOM LP CINE,QRIS
400021054990001,TERAS KALUMATA,QRIS
431184058120002,RKI BAZAAR,QRIS
200720178999408,GLAMLOCAL WR - DIHYAH XBEKASI (KOTA)  ID,EDC
200720179013484,GLAMLOCAL WR - ITSMOSTLBEKASI (KOTA)  ID,EDC
405101553310001,WARUNG DIDIN,QRIS
406920158110002,SOTO AYAM MEGA KUNINGAN,QRIS
434301858120029,WIZZMIE KEDUNGMUNDU,QRIS
200717533589561,MR DIY - XCGR - BINA MAJAKARTA TIMUR  ID,EDC
400015859990001,WARUNG HARIAN IBU RAYYAN,QRIS
403080157140001,GUDANG GORDEN ZAMRUD,QRIS
403401872300002,MACHOS BARBERSHOP,QRIS
408601558120003,NASGOR BAROKAH,QRIS
200719967080212,INDOMARET TBUD-RAYA NGANGAWI (KAB)    ID,EDC
402101558110005,TELUR ASIN MONGGLEMONG,QRIS
402240158120018,BEBEK CUNAYY99-SETRO,QRIS
406020159990009,AGEN SEMBAKO AB,QRIS
451013052000145,XTMB MR DIY MANGUNJAYA,QRIS
451013052000474,XCDL MR DIY RAYA JAKART,QRIS
451013052000974,XV63 MR DIY FS RUKO VET,QRIS
451901380620015,POLI CHECK UP MCU,QRIS
200716127874892,XKMR - MR DIY PANTAIINDJAKARTA UTARA  ID,EDC
400004454410008,CRUSTYLOAF,QRIS
400022459990002,TOKO SEMBAKO WAHYU,QRIS
401182056990002,COTTONWAYS,QRIS
401920158120068,YOTTA,QRIS
402460159770001,TOKO MAMA DESSY,QRIS
404018858120001,BAKSO AHMAD YANI,QRIS
